ph,temperature,humidity,altitude,rainfall,N,P,K,label
6.52,23.46,67.66,1336,529.97,80,32,78,Red Kidney Beans
7.49,25.98,54.9,252,779.73,87,40,64,Red Kidney Beans
6.26,22.95,53.82,1487,766.74,95,31,76,Red Kidney Beans
6.92,22.15,59.98,559,730.29,81,46,81,Red Kidney Beans
7.13,23.59,62.7,360,637.3,61,43,85,Red Kidney Beans
7.11,27.62,51.38,128,689.17,70,44,81,Red Kidney Beans
7.44,27.63,67.06,604,526.53,68,45,89,Red Kidney Beans
7.1,29.4,66.74,979,581.08,68,40,61,Red Kidney Beans
6.84,24.46,67.31,893,675.95,67,41,67,Red Kidney Beans
7.34,27.36,51.63,1282,575.07,89,35,65,Red Kidney Beans
6.5,27.08,55.33,1178,515.31,90,31,68,Red Kidney Beans
6.09,24.46,67.66,1006,566.02,63,44,81,Red Kidney Beans
6.53,24.41,56.76,1123,762.11,62,39,91,Red Kidney Beans
6.26,25.5,67.45,590,725.39,74,33,91,Red Kidney Beans
6.97,29.14,58.89,297,692.04,93,48,78,Red Kidney Beans
6.32,24.64,67.64,833,725.39,81,36,87,Red Kidney Beans
6.71,25.14,65.95,853,624.77,67,37,76,Red Kidney Beans
6.74,22.07,54.28,789,585.63,71,48,71,Red Kidney Beans
6.49,24.41,62.56,76,779.73,93,44,78,Red Kidney Beans
6.18,24.25,65.95,430,544.11,98,33,100,Red Kidney Beans
6.03,26.27,51.32,98,748.35,80,46,69,Red Kidney Beans
7.36,26.16,52.47,430,529.97,61,47,70,Red Kidney Beans
7.36,27.95,62.41,1291,566.02,76,48,65,Red Kidney Beans
6.09,24.85,57.07,653,506.41,68,45,96,Red Kidney Beans
6.89,27.95,67.45,1115,709.13,84,42,76,Red Kidney Beans
6.56,23.09,68.15,420,587.88,94,46,70,Red Kidney Beans
6.26,24.99,69.33,1169,507.53,97,41,87,Red Kidney Beans
7.1,24.46,68.1,121,751.54,93,40,83,Red Kidney Beans
6.82,23.03,67.25,753,536.0,81,49,65,Red Kidney Beans
7.36,29.67,58.99,1342,687.23,91,40,65,Red Kidney Beans
7.4,26.67,67.65,83,723.81,66,39,99,Red Kidney Beans
7.02,27.51,61.03,404,712.11,93,43,64,Red Kidney Beans
6.71,22.58,56.34,880,697.96,64,36,69,Red Kidney Beans
6.28,29.77,67.45,142,711.06,84,36,83,Red Kidney Beans
6.95,23.92,50.32,905,537.77,62,39,69,Red Kidney Beans
6.82,23.32,64.53,666,504.6,77,32,62,Red Kidney Beans
6.83,24.31,62.7,189,747.72,68,38,81,Red Kidney Beans
7.27,20.89,62.9,512,644.01,71,46,84,Red Kidney Beans
6.69,28.18,54.96,149,795.56,71,40,85,Red Kidney Beans
6.84,23.46,62.56,890,777.56,60,43,79,Red Kidney Beans
6.44,25.8,65.12,1379,624.77,73,34,93,Red Kidney Beans
6.79,23.09,58.54,162,712.11,81,34,77,Red Kidney Beans
6.3,27.4,54.19,1071,579.38,99,48,64,Red Kidney Beans
7.15,25.39,63.03,837,685.15,96,49,93,Red Kidney Beans
6.51,28.82,60.88,374,748.35,98,46,68,Red Kidney Beans
7.28,21.48,54.11,971,734.97,89,32,69,Red Kidney Beans
7.15,23.59,68.04,327,604.7,97,50,61,Red Kidney Beans
6.64,21.38,59.93,218,558.94,97,48,86,Red Kidney Beans
6.22,26.51,69.5,1247,565.1,62,39,93,Red Kidney Beans
6.18,25.44,60.27,92,703.1,75,37,90,Red Kidney Beans
7.36,20.18,67.49,648,789.25,69,46,77,Red Kidney Beans
6.13,26.95,50.1,404,750.28,71,46,61,Red Kidney Beans
6.18,21.96,61.9,1291,777.47,98,43,93,Red Kidney Beans
6.36,28.18,53.95,695,625.2,79,40,85,Red Kidney Beans
7.48,26.49,55.96,511,773.41,83,47,87,Red Kidney Beans
7.37,27.48,69.44,1382,580.87,76,39,97,Red Kidney Beans
6.49,23.72,57.96,705,519.41,90,43,79,Red Kidney Beans
6.3,28.87,54.78,700,772.02,84,41,98,Red Kidney Beans
7.0,29.67,52.79,129,701.96,96,46,67,Red Kidney Beans
6.23,24.06,50.5,360,777.47,84,30,60,Red Kidney Beans
7.45,29.63,64.1,1178,708.81,60,31,71,Red Kidney Beans
7.04,27.21,55.41,1224,709.13,84,38,84,Red Kidney Beans
6.65,29.52,53.82,1385,709.14,91,39,62,Red Kidney Beans
6.61,34.45,79.87,180,1042.46,146,39,150,Rice
6.02,27.96,77.87,1096,2053.7,100,36,111,Rice
6.28,31.69,70.55,470,1802.14,123,32,104,Rice
5.68,21.76,70.64,1172,2294.08,107,39,107,Rice
6.28,34.32,76.38,1131,1140.66,131,31,112,Rice
6.34,33.31,72.46,825,1835.82,138,27,148,Rice
5.82,24.8,71.05,476,2203.82,106,25,135,Rice
6.67,33.66,72.9,206,1943.13,130,29,115,Rice
5.65,29.44,70.6,1130,1841.93,133,34,124,Rice
6.91,24.11,79.58,795,1652.69,144,22,140,Rice
6.88,33.44,73.04,1151,1201.76,150,36,144,Rice
5.94,22.39,78.94,1089,2128.93,131,28,131,Rice
6.35,34.8,70.2,425,2346.69,144,29,140,Rice
6.35,33.44,79.79,520,2362.5,142,30,148,Rice
6.4,30.66,77.11,397,1066.65,137,39,128,Rice
6.44,32.98,77.63,1046,1735.27,113,32,147,Rice
6.93,30.05,78.07,962,1374.05,144,25,108,Rice
5.53,21.85,70.41,656,1140.66,130,32,127,Rice
6.39,20.97,77.72,984,2411.77,144,40,100,Rice
6.19,32.53,72.43,584,1561.81,137,39,106,Rice
5.67,25.95,73.77,1024,2252.42,128,25,106,Rice
5.76,32.69,74.71,258,1319.69,124,35,145,Rice
6.85,27.47,70.6,738,2137.46,148,35,143,Rice
6.28,21.68,70.41,108,1839.08,143,26,147,Rice
6.21,30.89,70.3,617,2383.1,129,34,110,Rice
6.81,26.99,72.91,476,2076.62,119,23,117,Rice
5.8,31.71,79.01,944,2290.83,132,30,101,Rice
6.8,31.14,79.86,656,1201.76,148,31,114,Rice
6.09,25.24,75.86,708,1791.02,142,36,115,Rice
7.0,21.89,79.12,905,1693.54,120,40,132,Rice
6.6,34.95,79.73,899,2134.43,102,31,117,Rice
6.62,30.76,76.88,792,2142.16,127,32,121,Rice
6.03,28.9,79.73,920,1837.38,146,20,106,Rice
5.52,27.59,79.44,403,2066.03,101,40,130,Rice
6.78,22.51,71.96,1092,1318.55,102,27,101,Rice
6.71,32.74,78.22,968,1634.32,107,31,123,Rice
5.76,26.9,77.82,1026,1840.78,144,33,127,Rice
6.37,23.93,71.05,376,1840.78,125,35,104,Rice
6.17,30.61,76.56,1131,2366.48,112,39,146,Rice
6.08,20.84,70.82,1007,1052.84,129,23,126,Rice
5.51,29.93,77.1,918,1708.42,122,22,142,Rice
5.76,27.52,75.13,466,1787.44,103,30,133,Rice
6.05,34.8,77.82,95,2076.62,130,24,140,Rice
6.91,22.51,73.69,517,1812.12,144,32,102,Rice
6.43,33.64,78.54,593,2076.62,108,26,105,Rice
5.65,28.98,73.6,112,2160.39,125,24,132,Rice
6.28,34.95,78.04,1020,1341.51,111,22,122,Rice
5.51,25.3,77.63,699,1782.46,141,34,106,Rice
6.61,32.27,76.16,934,1433.91,141,22,130,Rice
5.88,29.71,70.41,1007,1633.57,148,28,123,Rice
6.08,30.35,75.74,825,1210.8,149,32,104,Rice
6.99,24.11,77.93,922,2306.19,128,30,150,Rice
6.35,21.36,78.27,1162,1277.56,142,38,143,Rice
6.37,23.81,79.38,1151,2224.27,126,27,143,Rice
5.59,20.32,75.38,999,1569.14,145,36,143,Rice
6.32,33.49,74.04,397,1247.02,142,40,100,Rice
5.58,21.83,75.01,1172,1890.21,142,29,146,Rice
6.43,23.86,70.7,408,1776.28,124,35,123,Rice
6.05,30.66,76.04,403,1323.7,123,29,140,Rice
6.13,22.78,77.35,1089,2220.4,124,27,134,Rice
5.76,29.4,78.86,814,1098.59,112,38,116,Rice
6.21,33.8,78.11,998,1165.4,132,38,112,Rice
6.08,34.5,74.31,299,1812.12,141,33,105,Rice
6.38,27.66,77.93,593,1783.08,129,37,119,Rice
6.05,28.09,75.01,211,2319.19,130,29,142,Rice
5.76,33.52,79.87,1179,2232.53,144,30,122,Rice
6.87,21.74,78.72,1179,2381.66,104,22,104,Rice
6.37,31.75,71.68,1090,2160.39,145,37,112,Rice
6.16,20.84,72.9,731,1847.9,149,25,140,Rice
6.62,28.9,72.43,859,2160.39,147,28,104,Rice
6.15,31.35,75.68,517,1278.8,111,28,109,Rice
5.95,32.18,77.87,1179,1802.14,130,40,121,Rice
5.68,30.89,71.7,1051,1053.54,116,22,143,Rice
5.88,28.09,74.52,994,1835.82,110,27,124,Rice
6.71,23.93,73.84,708,1685.64,137,22,117,Rice
6.59,28.86,78.85,593,1321.82,124,31,100,Rice
6.16,21.26,79.1,999,1316.15,110,28,148,Rice
5.59,34.5,76.82,554,2134.43,106,24,150,Rice
5.52,25.79,78.22,392,1501.41,103,32,130,Rice
5.84,24.11,71.05,706,2252.42,140,40,144,Rice
6.91,30.15,70.3,810,1006.97,122,33,124,Rice
5.81,27.66,73.12,934,1950.06,148,39,100,Rice
5.52,20.1,78.27,229,2252.42,103,28,110,Rice
6.11,32.31,73.84,866,1475.37,120,35,130,Rice
6.32,29.68,77.23,1020,2018.17,138,33,120,Rice
5.88,31.7,71.42,962,1692.18,104,22,122,Rice
6.2,32.77,79.87,583,1947.73,149,28,111,Rice
6.67,30.66,70.88,595,1319.69,106,24,135,Rice
6.32,28.09,78.38,558,1204.32,147,32,122,Rice
5.58,27.44,73.63,418,1066.65,124,35,124,Rice
6.37,24.56,79.69,263,1064.58,143,22,117,Rice
6.29,22.51,78.62,583,1224.99,121,33,110,Rice
5.97,28.78,77.21,60,2411.77,116,34,107,Rice
6.35,34.94,78.73,740,1776.28,107,29,133,Rice
6.94,29.91,78.22,326,1440.79,106,34,150,Rice
5.94,32.12,79.0,596,1578.97,130,23,117,Rice
5.66,33.14,78.42,869,1374.05,150,40,133,Rice
5.76,31.69,77.93,999,1864.64,132,21,121,Rice
5.91,32.53,78.16,455,2383.1,105,28,146,Rice
5.76,32.31,72.75,225,1077.1,145,39,113,Rice
6.55,25.3,79.34,791,1578.59,112,26,120,Rice
6.87,28.6,74.51,1046,2335.92,129,40,122,Rice
5.58,21.83,75.09,154,1561.81,113,33,111,Rice
5.6,31.19,77.96,235,2066.03,147,22,120,Rice
6.71,31.91,77.87,1151,1045.26,111,30,122,Rice
6.43,29.68,70.71,277,2129.59,107,28,140,Rice
5.95,30.89,73.71,1172,1201.76,127,26,131,Rice
6.48,31.83,79.12,1049,1064.58,111,31,108,Rice
6.59,27.59,72.59,466,1378.94,135,31,119,Rice
5.76,32.31,78.62,1026,2001.07,148,25,123,Rice
6.92,20.26,79.0,495,2362.5,112,33,123,Rice
5.58,22.29,72.91,476,1181.56,101,30,104,Rice
6.21,33.11,79.42,617,1507.82,121,36,106,Rice
6.47,30.76,79.79,743,2203.82,103,27,100,Rice
5.87,30.18,74.01,1081,1098.59,149,21,138,Rice
6.61,21.26,77.44,577,1303.26,146,22,129,Rice
6.43,23.56,74.51,994,1507.82,121,31,135,Rice
6.17,23.89,74.96,853,1287.21,128,36,149,Rice
6.58,32.31,77.13,841,2134.43,129,24,114,Rice
6.17,32.12,72.43,356,2115.51,115,40,117,Rice
6.09,34.13,75.21,326,2220.4,134,38,117,Rice
6.12,34.78,75.38,953,1793.34,148,31,132,Rice
5.72,33.14,72.43,968,2211.95,147,32,124,Rice
5.76,31.14,74.57,206,1554.57,138,33,102,Rice
5.52,27.65,71.42,1007,2092.58,142,35,118,Rice
6.55,31.22,71.05,765,1837.38,116,21,110,Rice
6.58,28.72,78.86,1081,2361.96,141,33,134,Rice
6.9,33.55,71.58,467,2095.01,137,32,104,Rice
6.21,20.32,78.31,263,1783.08,149,21,117,Rice
5.65,33.54,74.7,1092,1268.42,117,36,120,Rice
6.02,25.45,74.08,1026,1791.02,102,37,120,Rice
6.15,21.83,79.34,862,2001.07,124,33,119,Rice
6.77,33.91,73.83,299,1534.46,104,33,140,Rice
6.32,27.75,78.31,794,1404.16,141,38,148,Rice
6.33,31.7,70.64,62,2203.82,118,34,143,Rice
6.87,32.69,76.89,643,1555.33,149,39,117,Rice
6.56,33.91,73.83,658,1066.65,103,38,114,Rice
5.52,21.23,76.99,765,2361.96,142,31,150,Rice
6.3,25.95,77.93,738,1791.02,110,40,114,Rice
6.6,21.83,77.44,206,1996.28,138,34,126,Rice
6.48,28.09,73.95,587,2228.56,113,21,122,Rice
6.35,28.12,73.56,912,2244.75,106,25,144,Rice
6.32,31.63,79.38,593,1889.21,107,37,111,Rice
6.35,34.78,76.41,397,1555.33,140,20,129,Rice
6.86,32.12,75.97,131,1922.66,142,40,148,Rice
6.03,28.9,76.14,517,1181.56,148,39,142,Rice
6.35,31.64,70.41,606,1847.9,113,26,147,Rice
5.87,32.77,78.42,1020,1680.17,149,26,117,Rice
5.76,29.71,72.9,1115,1440.79,143,24,148,Rice
5.97,31.7,75.3,715,2373.02,141,24,110,Rice
6.54,23.51,71.94,738,2239.34,129,34,131,Rice
6.17,23.24,74.32,131,1864.64,147,34,122,Rice
6.81,25.08,76.74,970,1864.74,121,24,107,Rice
5.81,31.89,79.34,1158,1344.56,107,31,149,Rice
6.17,25.3,72.9,899,1835.82,114,39,146,Rice
6.13,23.89,76.16,1081,1950.06,101,22,133,Rice
6.92,22.51,76.82,65,1633.57,120,38,117,Rice
6.28,30.94,79.1,568,1410.39,112,25,115,Rice
6.87,22.39,79.19,108,2129.59,138,24,117,Rice
6.15,29.27,79.19,799,1812.12,128,30,116,Rice
5.5,22.8,79.01,973,2271.49,106,30,131,Rice
6.34,30.35,74.57,455,2290.83,101,35,114,Rice
6.03,24.76,73.04,399,1316.15,113,27,130,Rice
6.31,30.66,70.63,920,1783.08,104,22,121,Rice
6.91,32.55,77.22,734,2142.16,113,30,136,Rice
6.71,20.1,75.01,1118,1749.56,137,40,144,Rice
5.68,25.05,72.46,219,2290.83,107,36,104,Rice
6.34,26.9,78.31,66,1140.34,123,27,130,Rice
5.82,21.23,72.46,326,1975.8,105,21,106,Rice
6.48,35.0,71.61,765,2053.7,129,34,124,Rice
5.94,34.32,73.56,644,1956.54,140,35,115,Rice
6.91,31.89,73.71,794,2290.83,133,39,110,Rice
6.21,22.78,70.51,612,1440.79,113,40,123,Rice
6.09,28.44,77.35,73,2101.24,116,36,112,Rice
5.94,29.4,76.16,374,1889.21,107,34,104,Rice
6.99,28.05,71.3,433,1323.7,146,40,121,Rice
5.76,26.9,79.61,841,2361.96,139,32,148,Rice
6.35,29.93,70.82,738,2142.16,123,30,110,Rice
5.75,29.17,77.72,433,1488.2,126,22,130,Rice
5.56,29.27,78.31,1020,1835.82,122,32,129,Rice
6.1,29.4,76.38,397,1570.0,135,32,117,Rice
5.81,21.83,78.31,397,1680.17,137,33,139,Rice
5.52,29.68,75.66,374,1358.58,110,24,104,Rice
6.18,34.78,74.31,180,1276.13,107,40,149,Rice
6.6,24.76,72.41,1187,2232.53,140,39,140,Rice
6.87,33.66,77.44,995,1564.21,144,25,148,Rice
5.6,28.9,74.08,890,2224.29,148,32,118,Rice
6.21,22.8,70.22,180,2206.37,120,35,116,Rice
5.75,26.1,70.41,974,2128.93,128,28,133,Rice
6.67,30.94,74.09,403,2224.27,120,25,130,Rice
5.91,25.54,73.84,941,2378.49,123,23,131,Rice
6.92,20.26,70.51,420,1064.58,125,22,114,Rice
6.32,23.51,76.82,799,1735.27,148,40,129,Rice
5.76,25.92,72.41,282,1708.42,148,21,144,Rice
6.02,21.36,72.76,944,2387.6,149,37,118,Rice
6.6,28.98,71.96,598,2361.96,121,36,111,Rice
5.6,28.86,75.28,587,1425.31,138,36,147,Rice
6.02,34.5,72.41,918,1950.06,102,21,131,Rice
6.94,21.89,74.52,398,1321.82,128,22,101,Rice
6.15,25.65,79.69,722,1776.28,147,23,130,Rice
5.5,20.38,77.96,154,1724.21,120,37,115,Rice
6.83,24.81,71.39,594,1943.13,145,21,122,Rice
6.28,23.79,71.58,1016,2381.66,148,36,143,Rice
6.29,22.99,76.38,408,1561.81,149,25,101,Rice
5.82,31.7,75.97,1082,1095.31,125,25,143,Rice
6.32,25.65,74.52,155,1180.8,148,34,137,Rice
6.5,25.32,75.21,376,2115.51,135,40,134,Rice
5.66,21.74,74.52,962,2296.6,150,29,149,Rice
5.52,33.23,78.85,543,1052.84,107,20,117,Rice
6.03,21.16,70.82,219,1950.06,137,29,141,Rice
5.54,31.35,79.87,1081,2205.35,147,32,111,Rice
6.09,28.98,77.93,116,1112.93,103,35,114,Rice
6.9,23.79,78.31,1179,1569.14,133,22,100,Rice
5.9,34.86,79.02,425,1261.59,106,27,130,Rice
6.98,30.94,74.09,420,1507.82,120,29,147,Rice
6.04,32.53,70.41,729,1536.7,111,39,121,Rice
6.8,27.51,74.51,561,1064.58,143,38,115,Rice
6.94,33.14,75.72,734,1210.8,147,22,131,Rice
6.12,25.95,75.66,321,1685.64,131,39,122,Rice
6.71,25.08,74.71,738,1224.99,141,32,135,Rice
5.94,28.09,75.09,65,1792.51,132,36,122,Rice
5.76,33.91,73.63,463,2092.58,139,36,125,Rice
6.1,29.17,72.59,229,1864.64,130,24,108,Rice
6.03,33.64,76.38,890,1210.8,113,28,144,Rice
5.76,23.17,76.65,664,1342.29,143,21,112,Rice
5.71,27.44,73.71,905,2290.83,146,29,142,Rice
6.8,32.31,78.85,236,1053.54,133,30,146,Rice
6.71,23.73,71.67,1090,1374.05,150,31,143,Rice
5.95,21.16,76.16,490,2342.09,132,25,125,Rice
6.02,20.27,76.38,425,1374.05,106,31,147,Rice
6.34,22.39,76.16,544,2066.03,102,35,105,Rice
6.94,31.64,75.97,1017,1812.12,149,20,124,Rice
5.76,33.54,76.65,656,1564.21,143,40,121,Rice
6.45,34.39,79.02,799,2129.59,135,21,104,Rice
6.83,33.31,79.12,1090,1080.43,120,40,122,Rice
6.08,26.61,77.63,792,1180.45,112,31,116,Rice
6.17,33.23,76.82,1096,2366.48,142,33,150,Rice
6.1,23.31,72.9,734,1787.44,121,36,111,Rice
5.71,28.44,75.44,1187,1996.28,141,24,123,Rice
6.08,25.05,71.67,62,1915.72,103,27,104,Rice
6.74,23.01,79.44,1053,2066.03,120,26,135,Rice
6.32,30.35,78.54,492,2383.1,135,24,111,Rice
6.32,28.97,76.18,404,1802.14,141,32,106,Rice
6.09,23.84,72.36,1131,1841.93,144,22,135,Rice
5.91,32.77,79.42,721,1224.99,131,32,150,Rice
6.03,34.94,72.45,95,2134.43,144,22,150,Rice
6.3,28.72,71.01,841,2053.7,113,30,101,Rice
6.31,20.42,73.31,1089,2211.95,118,22,130,Rice
6.38,21.36,73.12,944,2115.51,120,36,136,Rice
6.3,28.58,71.7,1058,1247.04,124,25,118,Rice
6.87,21.32,72.43,60,1358.58,113,31,122,Rice
6.79,31.63,72.76,1118,2483.94,111,30,110,Rice
6.21,28.05,71.42,1131,1045.26,144,33,120,Rice
5.78,20.23,75.11,593,1816.54,144,31,105,Rice
6.09,29.69,70.71,1130,1501.41,147,33,135,Rice
6.71,21.26,78.04,112,1792.51,141,34,124,Rice
6.34,21.89,74.08,840,2252.42,137,38,111,Rice
6.86,23.01,76.32,236,1835.82,107,22,130,Rice
6.67,24.81,74.97,1162,1042.46,126,21,101,Rice
6.74,31.71,78.16,490,2205.35,129,20,150,Rice
6.92,27.66,74.01,1020,2018.17,150,22,149,Rice
5.53,30.89,71.93,974,1696.98,129,32,119,Rice
6.21,23.84,73.69,577,1324.07,144,22,101,Rice
6.05,31.83,70.64,229,1875.88,129,34,140,Rice
6.58,28.86,73.71,1131,1506.68,132,30,140,Rice
6.15,32.26,75.61,721,1875.88,148,39,130,Rice
6.99,26.9,73.12,418,1224.99,144,30,118,Rice
6.2,21.89,73.0,995,1841.93,118,20,147,Rice
6.37,31.63,74.27,1020,2134.43,143,25,150,Rice
5.52,28.58,70.41,656,1053.54,107,36,115,Rice
6.71,27.52,74.1,890,2128.93,130,34,127,Rice
6.28,23.31,72.75,543,1404.16,144,38,130,Rice
6.31,23.86,73.84,853,2228.56,139,32,117,Rice
6.85,25.79,74.31,999,2387.6,132,34,117,Rice
5.81,23.11,73.77,995,1791.02,106,40,135,Rice
5.76,28.25,78.42,1115,1564.21,115,21,143,Rice
6.35,29.17,77.18,281,1140.66,123,23,142,Rice
6.02,28.44,76.99,715,1724.21,135,40,117,Rice
6.87,28.97,72.36,397,1224.99,110,20,133,Rice
6.17,21.89,76.14,593,1341.51,112,20,135,Rice
6.52,32.53,72.46,721,1570.0,142,35,116,Rice
6.09,26.9,72.75,721,2224.27,139,36,129,Rice
6.13,23.93,75.28,791,1837.38,116,22,108,Rice
5.91,21.26,73.56,1053,2076.62,107,32,131,Rice
6.54,22.29,71.94,595,2001.07,125,31,143,Rice
6.44,30.94,72.22,492,1586.14,102,36,114,Rice
6.59,22.91,75.56,596,2361.96,118,27,133,Rice
6.98,29.71,70.53,112,2018.17,120,24,114,Rice
5.81,22.99,70.51,970,1996.28,124,39,130,Rice
6.77,29.17,74.27,853,1776.28,128,33,122,Rice
6.9,29.71,76.44,403,2252.42,108,28,101,Rice
5.93,31.71,74.26,995,2287.78,142,26,130,Rice
5.88,30.16,76.65,722,1278.8,140,30,148,Rice
5.75,25.55,78.92,1179,1204.32,124,40,100,Rice
6.56,24.42,78.42,914,1425.31,144,35,122,Rice
5.91,34.32,78.11,1049,2001.07,107,26,138,Rice
5.76,26.1,78.94,392,1812.12,148,24,101,Rice
6.62,20.87,76.72,164,2092.58,130,25,107,Rice
6.67,34.84,76.99,922,1996.28,120,32,117,Rice
6.75,33.66,75.86,973,2319.19,136,30,126,Rice
6.47,29.4,76.16,1151,1841.93,133,28,136,Rice
6.67,30.16,78.85,418,2361.96,120,20,131,Rice
6.1,33.44,72.41,1017,1080.43,141,32,150,Rice
6.12,25.45,73.0,708,2385.96,134,33,143,Rice
6.76,32.12,70.51,740,2079.86,107,31,127,Rice
6.32,34.5,77.72,433,1513.93,120,39,123,Rice
6.38,32.53,73.84,715,2294.08,141,40,121,Rice
6.13,23.05,76.38,282,1261.59,138,39,113,Rice
6.52,25.3,78.86,476,1440.79,142,40,121,Rice
6.74,33.22,78.11,299,2373.02,133,25,140,Rice
5.97,25.45,70.82,612,1536.7,102,38,122,Rice
5.65,26.61,73.71,584,1374.05,102,39,148,Rice
6.74,26.9,71.61,593,1080.43,135,26,134,Rice
5.53,25.95,72.91,974,1378.94,118,29,130,Rice
6.71,30.35,78.85,433,1433.91,147,22,143,Rice
6.87,32.87,75.13,65,2349.36,129,38,104,Rice
6.3,34.29,79.37,1073,1008.6,112,40,137,Rice
6.44,25.79,75.66,1049,2483.94,106,40,110,Rice
6.15,33.11,73.71,999,1112.93,106,39,148,Rice
6.38,29.69,79.1,568,2378.49,134,24,147,Rice
5.81,21.16,72.45,356,1323.7,125,26,115,Rice
5.74,33.11,75.28,1007,2411.77,140,31,107,Rice
6.18,20.27,79.8,721,1735.27,129,33,125,Rice
6.52,23.51,77.23,62,1257.8,141,32,120,Rice
5.76,28.44,73.28,1007,1507.82,148,32,122,Rice
6.52,31.7,78.54,708,1710.26,124,34,119,Rice
5.56,33.14,75.11,1151,1242.27,136,35,122,Rice
6.75,31.35,76.72,729,1564.21,143,22,148,Rice
6.44,31.89,79.86,235,1344.56,130,24,120,Rice
6.18,33.91,70.3,795,1247.04,117,24,148,Rice
6.29,31.35,79.83,281,1303.26,141,33,130,Rice
5.52,30.66,75.09,658,2373.02,124,35,104,Rice
6.18,20.32,77.94,374,2232.53,143,28,108,Rice
6.19,29.17,76.56,974,1180.8,113,20,112,Rice
5.52,21.83,74.26,236,1906.42,126,40,101,Rice
6.19,33.31,73.6,723,2381.66,138,22,108,Rice
6.6,30.61,74.7,999,1156.73,139,27,122,Rice
5.52,26.1,75.09,643,1633.57,122,24,146,Rice
5.75,33.91,79.12,554,2361.96,122,32,118,Rice
6.87,28.97,73.65,862,1210.8,132,31,118,Rice
6.1,33.14,73.69,1058,1839.08,126,30,148,Rice
5.78,33.35,79.12,299,1316.15,123,25,135,Rice
6.15,34.32,79.19,1118,2113.68,124,24,134,Rice
6.71,29.27,72.91,1179,1261.59,143,24,133,Rice
5.91,26.99,70.88,970,1344.56,149,38,110,Rice
5.68,29.68,79.12,729,1392.2,124,28,106,Rice
6.33,31.63,75.28,1073,1264.02,138,20,141,Rice
5.53,26.9,70.41,65,1341.51,128,31,115,Rice
6.34,23.51,77.94,583,2148.86,126,25,150,Rice
6.85,22.29,72.13,640,1554.57,148,33,104,Rice
6.71,34.29,71.7,376,2233.05,142,30,122,Rice
6.42,33.11,71.39,753,2095.01,136,38,136,Rice
5.51,28.6,70.3,859,1077.1,125,31,108,Rice
5.54,34.94,74.08,1115,1816.54,101,32,124,Rice
7.0,24.13,72.59,558,1156.73,147,33,148,Rice
6.42,23.17,72.9,433,2290.83,113,32,122,Rice
7.0,24.23,76.94,868,1440.79,103,29,128,Rice
6.35,28.09,72.91,1081,2142.16,128,34,140,Rice
6.21,23.01,79.38,561,2079.86,129,23,148,Rice
5.76,23.05,75.44,114,1735.27,137,27,115,Rice
5.54,34.86,79.83,765,2319.19,120,29,123,Rice
6.78,20.84,79.12,249,1488.2,110,29,105,Rice
6.45,32.98,71.61,321,1097.15,108,21,122,Rice
6.32,33.8,78.57,1053,1787.44,121,34,115,Rice
5.74,27.51,72.43,743,1342.29,146,39,131,Rice
6.6,20.87,74.26,722,2220.4,135,28,117,Rice
6.56,23.57,78.94,792,1276.13,116,29,150,Rice
6.59,21.42,77.21,722,2383.1,150,34,105,Rice
6.4,34.78,77.87,729,1724.5,138,34,108,Rice
6.91,34.78,78.86,403,2115.51,129,24,124,Rice
6.28,30.94,76.72,644,2233.05,142,32,147,Rice
6.99,26.1,71.01,708,1975.8,144,33,119,Rice
6.87,28.25,75.61,520,2306.19,145,22,149,Rice
5.54,24.42,75.11,399,2076.62,144,33,113,Rice
6.61,25.32,74.96,743,1494.76,118,38,133,Rice
5.94,21.83,70.27,476,2244.75,104,35,117,Rice
6.35,27.66,76.16,520,2142.16,119,22,117,Rice
5.91,26.61,73.95,433,2378.49,114,33,119,Rice
6.91,33.66,77.96,721,1841.93,129,25,147,Rice
6.92,34.13,75.13,706,1433.91,129,32,117,Rice
6.32,22.99,78.31,905,1053.54,129,40,101,Rice
6.2,30.76,74.82,164,2181.32,119,28,133,Rice
6.09,27.44,76.72,1058,2411.77,126,39,116,Rice
6.29,33.55,77.38,912,1342.29,144,28,118,Rice
5.75,31.7,76.72,794,1440.79,135,29,146,Rice
6.43,26.1,75.21,708,1264.02,129,30,126,Rice
5.75,33.26,79.14,767,1996.28,102,22,143,Rice
6.49,33.08,74.04,656,1783.08,132,33,130,Rice
6.96,31.83,70.6,1187,2294.08,130,29,140,Rice
6.74,26.75,75.09,206,2205.35,107,31,110,Rice
6.1,25.95,71.01,236,1080.43,106,24,144,Rice
6.35,32.18,75.56,60,1494.76,135,32,137,Rice
6.37,33.55,72.5,656,1378.94,119,37,120,Rice
6.61,34.84,74.27,944,1425.31,123,22,128,Rice
6.11,32.53,78.42,1026,1990.33,124,28,142,Rice
5.93,29.44,76.89,281,2076.62,113,27,132,Rice
6.52,21.89,78.86,1130,2206.37,132,34,114,Rice
6.33,28.52,73.9,185,2128.93,140,24,106,Rice
6.35,20.26,74.51,784,1634.32,132,33,130,Rice
5.8,29.27,77.63,404,1633.57,121,25,120,Rice
6.35,27.9,76.81,610,704.09,66,41,75,Snake Gourd (Parwal)
6.59,34.73,72.3,865,630.32,76,31,82,Snake Gourd (Parwal)
6.73,29.78,74.78,915,711.04,79,36,82,Snake Gourd (Parwal)
